"DBN","School Name","Budget","Total Enrollment","Budget Per Student","School Type","School Category","Street Address","City","State","Zip Code","Borough","Latitude","Longitude","Coordinates","Report Type","Report Grade","FL Percent","FRL Percent","Pre-K Demographics","K Demographics","Grade 1 Demographics","Grade 2 Demographics","Grade 3 Demographics","Grade 4 Demographics","Grade 5 Demographics","Grade 6 Demographics","Grade 7 Demographics","Grade 8 Demographics","Grade 9 Demographics","Grade 10 Demographics","Grade 11 Demographics","Grade 12 Demographics","Number of English Language Learners","Percent of English Language Learners","Number of Special Education Students","Percent of Special Education Students","Number of Collaborative Team Teaching Students","Number of Self-Contained Classroom Students","Number of Asian Students","Percent of Asian Students","Number of Black Students","Percent of Black Students","Number of Hispanic Students","Percent of Hispanic Students","Number of White Students","Percent of White Students","Number of Male Students","Percent of Male Students","Number of Female Students","Percent of Female Students","Number of Students in Cohort","Number of Graduation Students in Cohort","Percent of Graduation Students in Cohort","Number of Regents in Cohort","Total Regents - % of cohort","Total Regents - % of grads","Advanced Regents - n","Advanced Regents - % of cohort","Advanced Regents - % of grads","Regents without Advanced - n","Regents without Advanced - % of cohort","Regents without Advanced - % of grads","Local - n","Local - % of cohort","Local - % of grads","Still Enrolled - n","Still Enrolled - % of cohort","Dropped Out - n","Dropped Out - % of cohort","Number of Students Tested for ELA","ELA Mean Scale Score","Number of Students Scoring Level 1 in ELA","Percent of Students Scoring Level 1 in ELA","Number of Students Scoring Level 2 in ELA","Percent of Students Scoring Level 2 in ELA","Number of Students Scoring Level 3 in ELA","Percent of Students Scoring Level 3 in ELA","Number of Students Scoring Level 4 in ELA","Percent of Students Scoring Level 4 in ELA","Number of Students Tested for Math","Math Mean Scale Score","Number of Students Scoring Level 1 in Math","Percent of Students Scoring Level 1 in Math","Number of Students Scoring Level 2 in Math","Percent of Students Scoring Level 2 in Math","Number of Students Scoring Level 3 in Math","Percent of Students Scoring Level 3 in Math","Number of Students Scoring Level 4 in Math","Percent of Students Scoring Level 4 in Math"
"K056","P.S. 056 Lewis H. Latimer","4096117","296","13838.2331","General Academic","Elementary","170 GATES AVENUE","BROOKLYN","NY","11238","K","40.68503580000000","-73.96073190000000","[-73.9607319,40.6850358]","EMS","B","0","89","22","36","50","40","50","59","39","0","0","0","0","0","0","0","10","3","56","19","5","31","2","1","247","83","27","9","17","6","151","51","145","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"146","0","24","16","64","43","49","33","9","6","147","0","16","10","61","41","43","29","27","18"
"K057","J.H.S. 057 Whitelaw Reid","2980064","239","12468.8870","General Academic","Junior High-Intermediate-Middle","125 STUYVESANT AVENUE","BROOKLYN","NY","11221","K","40.69144900000000","-73.93225000000000","[-73.93225,40.691449]","EMS","C","0","94","0","0","0","0","0","0","0","68","74","97","0","0","0","0","6","3","49","21","0","28","0","0","191","80","45","19","1","0","117","49","122","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"228","0","59","25","131","57","38","16","0","0","227","0","42","18","130","57","49","21","6","3"
"K058","P.S. 058 The Carroll","6127972","707","8667.5700","General Academic","Elementary","330 SMITH STREET","BROOKLYN","NY","11231","K","40.68015700000001","-73.99492900000000","[-73.994929,40.68015700000001]","EMS","A","0","39","72","144","133","121","101","68","68","0","0","0","0","0","0","0","42","6","139","20","53","37","52","7","51","7","141","20","428","61","347","49","360","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"217","0","17","8","56","25","98","45","46","21","218","0","9","4","45","20","88","40","76","35"
"K059","P.S. 059 William Floyd","4380875","463","9461.9330","General Academic","Elementary","211 THROOP AVENUE","BROOKLYN","NY","11206","K","40.69761700000001","-73.94330099999999","[-73.94330099999999,40.69761700000001]","EMS","C","0","98","35","65","80","77","62","75","69","0","0","0","0","0","0","0","38","8","76","16","7","37","0","0","238","51","212","46","3","1","217","47","246","53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"196","0","57","29","113","57","25","12","1","1","197","0","42","21","99","50","52","26","4","2"
"K061","M.S. 061 Dr. Gladstone H. Atwell","8702909","1158","7515.4655","General Academic","Junior High-Intermediate-Middle","400 EMPIRE BOULEVARD","BROOKLYN","NY","11225","K","40.66399440000000","-73.94934769999999","[-73.94934769999999,40.6639944]","EMS","C","0","81","0","0","0","0","0","0","0","406","380","372","0","0","0","0","52","5","140","12","35","70","6","1","1068","92","66","6","8","1","560","48","598","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1104","0","134","12","573","51","364","33","33","3","1109","0","148","13","554","50","314","28","93","8"
"K062","J.H.S. 062 Ditmas","10041703","1206","8326.4536","General Academic","Junior High-Intermediate-Middle","700 CORTELYOU ROAD","BROOKLYN","NY","11218","K","40.63864290000000","-73.97179510000000","[-73.9717951,40.6386429]","EMS","A","0","95","0","0","0","0","0","0","0","397","364","445","0","0","0","0","299","24","232","19","87","67","280","23","416","35","398","33","106","9","676","56","530","44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"955","0","150","15","520","54","268","28","17","2","1046","0","120","11","477","45","329","31","120","12"
"K065","P.S. 065","4829044","584","8268.9110","General Academic","Elementary","696 JAMAICA AVENUE","BROOKLYN","NY","11208","K","40.68704390000000","-73.87872630000001","[-73.87872630000001,40.6870439]","EMS","A","0","95","0","75","103","93","108","116","89","0","0","0","0","0","0","0","107","18","51","9","27","0","56","10","115","20","396","68","4","1","291","50","293","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"301","0","16","5","107","35","139","46","39","13","310","0","7","2","63","20","129","41","111","36"
"K066","P.S. 66","5006008","749","6683.5888","General Academic","K-8","845 EAST 96 STREET","BROOKLYN","NY","11236","K","40.64873600000000","-73.90706399999999","[-73.90706399999999,40.648736]","EMS","A","0","67","18","72","88","87","78","51","60","104","79","112","0","0","0","0","19","3","104","14","9","33","13","2","652","87","63","8","16","2","369","49","380","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"456","0","33","7","252","55","154","33","17","4","459","0","8","2","92","20","200","43","159","35"
"K067","P.S. 067 Charles A. Dorsey","2856483","228","12528.4342","General Academic","Elementary","51 SAINT EDWARDS STREET","BROOKLYN","NY","11205","K","40.69446400000000","-73.97799890000000","[-73.9779989,40.694464]","EMS","C","0","97","17","30","33","32","28","40","48","0","0","0","0","0","0","0","17","8","44","19","0","26","3","1","143","63","76","33","3","1","120","53","108","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"113","0","23","20","57","50","28","24","5","4","115","0","18","15","63","54","23","20","11","10"
"K068","I.S. 068 Isaac Bildersee","8438111","997","8463.5015","General Academic","Junior High-Intermediate-Middle","956 EAST 82 STREET","BROOKLYN","NY","11236","K","40.63550470000000","-73.91074370000001","[-73.91074370000001,40.6355047]","EMS","C","0","81","0","0","0","0","0","0","0","278","322","397","0","0","0","0","93","9","201","20","29","93","11","1","908","91","58","6","17","2","559","56","438","44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"918","0","207","22","547","59","155","16","9","1","962","0","167","17","532","55","220","22","43","5"
"K069","P.S. 69 Vincent D. Grippo School","6793037","878","7736.9442","General Academic","Elementary","6302 9TH AVENUE","BROOKLYN","NY","11220","K","40.63232910000000","-74.00970040000000","[-74.0097004,40.6323291]","EMS","A","0","93","0","92","145","125","174","178","164","0","0","0","0","0","0","0","477","54","69","8","11","31","669","76","8","1","110","13","89","10","477","54","401","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"462","0","82","17","151","32","191","41","38","8","519","0","22","4","107","20","215","41","175","34"
"K071","Juan Morel Campos Secondary School","9562600","906","10554.7461","General Academic","Secondary School","215 HEYWARD STREET","BROOKLYN","NY","11206","K","40.70355610000000","-73.95325570000000","[-73.9532557,40.7035561]","EMS","B","0","93","0","0","0","0","0","0","0","152","159","192","106","118","98","81","210","23","240","27","27","116","3","0","179","20","689","76","30","3","490","54","416","46","94","46","49","34","36","74","3","3","7","31","33","67","12","13","26","35","37","7","7","429","0","121","28","262","61","46","10","0","0","434","0","80","18","211","48","130","30","13","3"
"K073","P.S. 073 Thomas S. Boyland","5457406","504","10828.1865","General Academic","K-8","251 MCDOUGAL STREET","BROOKLYN","NY","11233","K","40.68030180000000","-73.91081590000000","[-73.9108159,40.6803018]","EMS","C","0","96","32","53","56","68","59","52","35","52","47","50","0","0","0","0","19","4","102","20","13","56","5","1","435","86","56","11","3","1","265","53","239","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"282","0","80","28","148","52","50","17","4","1","285","0","47","16","152","53","65","22","21","7"
"K075","P.S. 075 Mayda Cortiella","5867332","637","9210.8823","General Academic","Elementary","95 GROVE STREET","BROOKLYN","NY","11221","K","40.69325400000000","-73.92132099999999","[-73.92132099999999,40.693254]","EMS","C","0","86","54","101","121","95","104","86","76","0","0","0","0","0","0","0","99","15","82","13","35","35","13","2","146","23","447","70","23","4","326","51","311","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"252","0","44","17","99","39","91","36","18","7","255","0","20","8","99","38","74","29","62","24"
"K078","J.H.S. 078 Roy H. Mann","8542413","1145","7460.6227","General Academic","Junior High-Intermediate-Middle","1420 EAST 68 STREET","BROOKLYN","NY","11234","K","40.62143180000000","-73.91311280000000","[-73.9131128,40.6214318]","EMS","C","0","69","0","0","0","0","0","0","0","344","390","411","0","0","0","0","43","4","197","17","84","76","35","3","779","68","95","8","215","19","573","50","572","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1114","0","124","11","602","54","356","32","32","3","1125","0","133","11","506","45","351","31","135","12"
"K081","P.S. 081 Thaddeus Stevens","4899386","447","10960.5951","General Academic","Elementary","990 DEKALB AVENUE","BROOKLYN","NY","11221","K","40.69324720000000","-73.93495670000001","[-73.93495670000001,40.6932472]","EMS","B","0","94","32","63","76","80","65","68","63","0","0","0","0","0","0","0","38","9","85","19","20","47","6","1","313","70","119","27","5","1","231","52","216","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","0","32","16","91","46","59","29","15","8","203","0","20","10","99","48","68","33","16","8"
"K084","P.S. 084 Jose De Diego","5586195","458","12196.9323","General Academic","Elementary","250 BERRY STREET","BROOKLYN","NY","11211","K","40.71478790000000","-73.96301770000000","[-73.9630177,40.7147879]","EMS","C","0","90","44","63","60","64","86","70","71","0","0","0","0","0","0","0","118","25","110","24","2","65","15","3","46","10","357","78","35","8","237","52","221","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"189","0","51","27","88","46","48","25","2","1","196","0","44","22","95","48","48","24","9","5"
"K086","P.S. 086 The Irvington","4663882","537","8685.0689","General Academic","Elementary","220 IRVING AVENUE","BROOKLYN","NY","11237","K","40.70088570000000","-73.91768970000000","[-73.9176897,40.7008857]","EMS","C","0","98","0","72","94","92","97","90","92","0","0","0","0","0","0","0","147","27","66","12","28","11","15","3","23","4","494","92","3","1","271","51","266","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"266","0","39","14","121","45","87","32","19","7","270","0","20","7","121","44","95","35","34","13"
"K088","J.H.S. 088 Peter Rouget","7993752","875","9135.7166","General Academic","Junior High-Intermediate-Middle","544 7 AVENUE","BROOKLYN","NY","11215","K","40.66079100000000","-73.98873390000000","[-73.9887339,40.660791]","EMS","B","0","81","0","0","0","0","0","0","0","326","304","245","0","0","0","0","103","11","243","28","71","60","128","15","136","16","514","59","92","11","498","57","377","43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"783","0","102","13","459","58","208","26","14","2","785","0","70","9","336","42","280","35","99","13"
"K089","P.S. 089 Cypress Hills","2525598","274","9217.5109","General Academic","K-8","265 WARWICK STREET","BROOKLYN","NY","11207","K","40.67721110000000","-73.88680289999999","[-73.88680289999999,40.6772111]","EMS","B","0","88","0","38","34","38","41","29","26","23","22","23","0","0","0","0","132","48","36","13","8","17","4","2","32","12","232","85","2","1","135","49","139","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"149","0","35","23","77","51","36","24","1","1","159","0","33","20","82","51","38","23","6","4"
"K090","P.S. 90 Edna Cohen School","5646009","506","11158.1206","General Academic","Elementary","2840 WEST 12 STREET","BROOKLYN","NY","11224","K","40.57818500000000","-73.98040390000000","[-73.9804039,40.578185]","EMS","B","0","88","54","94","75","68","84","71","60","0","0","0","0","0","0","0","119","23","107","21","17","48","45","9","88","17","269","53","98","19","214","42","292","58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"211","0","33","15","95","45","69","32","14","7","216","0","23","10","94","43","62","28","37","17"
"K091","P.S. 091 The Albany Avenue School","8222132","791","10394.6043","General Academic","Elementary","532 ALBANY AVENUE","BROOKLYN","NY","11203","K","40.66204290000000","-73.93996760000000","[-73.9399676,40.6620429]","EMS","C","0","98","18","109","120","143","143","123","135","0","0","0","0","0","0","0","44","6","153","19","42","65","4","1","721","91","52","7","9","1","451","57","340","43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"389","0","75","19","150","38","127","32","37","10","392","0","44","11","156","39","127","32","65","17"
"K092","P.S. 092 Adrian Hegeman","5942300","629","9447.2178","General Academic","Elementary","601 PARKSIDE AVENUE","BROOKLYN","NY","11226","K","40.65606349999999","-73.95334000000000","[-73.95334,40.65606349999999]","EMS","C","0","90","36","90","107","91","99","95","111","0","0","0","0","0","0","0","78","12","54","9","11","24","30","5","497","79","90","14","4","1","311","49","318","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"309","0","63","20","162","52","75","24","9","3","318","0","46","14","150","47","86","27","36","11"
"K093","P.S. 093 William H. Prescott","3884726","402","9663.4975","General Academic","Elementary","31 NEW YORK AVENUE","BROOKLYN","NY","11216","K","40.67904040000000","-73.94684160000000","[-73.9468416,40.6790404]","EMS","C","0","86","37","65","56","58","68","50","68","0","0","0","0","0","0","0","35","9","37","9","1","18","43","11","308","77","26","7","5","1","194","48","208","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"171","0","36","21","70","40","58","33","7","4","179","0","26","14","81","45","45","25","27","15"
"K094","P.S. 094 The Henry Longfellow","8671162","1137","7626.3518","General Academic","Elementary","5010 6 AVENUE","BROOKLYN","NY","11220","K","40.68091099999999","-73.97412200000000","[-73.974122,40.68091099999999]","EMS","B","0","93","18","221","190","196","165","194","153","0","0","0","0","0","0","0","595","52","81","7","8","21","490","43","10","1","583","51","51","5","584","51","553","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"461","0","75","16","214","46","142","30","30","7","519","0","32","6","179","34","178","34","130","25"
"K095","P.S. 095 The Gravesend","8045377","1017","7910.8918","General Academic","K-8","345 VAN SICKLEN STREET","BROOKLYN","NY","11223","K","40.59571120000000","-73.97517350000000","[-73.9751735,40.5957112]","EMS","C","0","79","54","122","143","135","119","128","143","57","57","59","0","0","0","0","206","20","163","16","40","63","282","28","90","9","363","36","276","27","525","52","492","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"529","0","74","14","231","43","186","35","38","7","547","0","56","10","194","35","177","32","120","22"
"K096","I.S. 096 Seth Low","8265357","1003","8240.6351","General Academic","Junior High-Intermediate-Middle","99 AVENUE P","BROOKLYN","NY","11204","K","40.60757400000000","-73.98445120000000","[-73.9844512,40.607574]","EMS","B","0","83","0","0","0","0","0","0","0","253","342","408","0","0","0","0","205","20","159","16","51","70","353","35","166","17","217","22","267","27","496","50","507","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"917","0","150","16","471","51","271","29","25","3","965","0","113","11","353","36","321","33","178","18"
"K097","P.S. 97 The Highlawn","6069232","796","7624.6633","General Academic","Elementary","1855 STILLWELL AVENUE","BROOKLYN","NY","11223","K","40.60142510000000","-73.98613000000000","[-73.98613,40.6014251]","EMS","A","0","69","54","121","122","103","123","141","132","0","0","0","0","0","0","0","203","25","99","12","62","19","439","55","9","1","134","17","203","26","382","48","414","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"385","0","28","7","124","32","181","47","52","13","402","0","16","4","96","23","150","37","140","35"
"K098","I.S. 98 Bay Academy","5703076","1104","5165.8297","General Academic","Junior High-Intermediate-Middle","1401 EMMONS AVENUE","BROOKLYN","NY","11235","K","40.58313340000000","-73.95404409999999","[-73.95404409999999,40.5831334]","EMS","A","0","50","0","0","0","0","0","0","0","416","386","302","0","0","0","0","17","2","45","4","0","30","263","24","108","10","100","9","619","56","500","45","604","55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1087","0","21","2","185","17","708","65","173","15","1088","0","20","2","71","7","296","27","701","64"
